	Phrase	new_sent
39466	-LRB- The kid 's -RRB- just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow .	0
45081	... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .	1
24466	gets under our skin and draws us in long before the plot kicks into gear	1
89626	Skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .	1
53952	an intriguing story of maternal instincts and misguided acts of affection	1
99247	has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors	1
130089	will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .	0
74575	can be expected from a college comedy that 's target audience has n't graduated from junior high school	0
154423	Nonchalantly freaky and uncommonly pleasurable , Warm Water may well be the year 's best and most unpredictable comedy .	1
75215	The movie 's vision of a white American zealously spreading a Puritanical brand of Christianity to South Seas islanders is one only a true believer could relish .	0
94608	is no psychology here , and no real narrative logic -- just a series of carefully choreographed atrocities , which become strangely impersonal and abstract	0
80254	is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .	1
103001	go on so long as there are moviegoers anxious to see strange young guys doing strange guy things	0
35938	it 's not much more watchable than a Mexican soap opera	0
103414	Provides a porthole into that noble , trembling incoherence that defines us all	1
135994	The elements were all there but lack of a pyschological center knocks it flat .	0
85133	smitten document of a troubadour , his acolytes , and the triumph of his band .	1
147092	Stealing Harvard , which fails to keep 80 minutes from seeming like 800	0
115314	An immensely entertaining look at some of the unsung heroes of 20th century pop music .	1
41239	did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?	0
129523	A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .	1
74275	This overlong infomercial , due out on video before month 's end	0
78325	is way too muddled to be an effectively chilling guilty pleasure	0
51697	What redeems the film is the cast , particularly the Ya-Yas themselves .	1
90427	What little grace -LRB- Rifkin 's -RRB- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .	0
62546	Beautifully crafted and brutally honest , Promises offers an unexpected window into the complexities of the Middle East struggle and into the humanity of its people .	1
121634	, the film goes right over the edge and kills every sense of believability	0
23534	the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes	0
79459	-LRB- Lin Chung 's -RRB- voice is rather unexceptional , even	0
78601	fun and funny in the middle , though somewhat less hard-hitting	1
74502	Although it includes a fair share of dumb drug jokes and predictable slapstick , `` Orange County '' is far funnier than it would seem to have any right to be .	1
36863	Far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive	0
57964	is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .	1
6707	Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .	1
102809	Schaeffer is n't in this film , which may be why it works as well as it does .	1
154658	The kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati	1
140262	The original was n't a good movie but this remake makes it look like a masterpiece !	0
129410	evacuations , and none-too-funny commentary on the cultural distinctions between Americans and Brits	0
145025	is what it is -- a nice , harmless date film	1
136767	is made almost impossible by events that set the plot in motion .	0
79278	Both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .	1
63102	I can channel one of my greatest pictures , Drunken Master	1
65513	Ringu is a disaster of a story , full of holes and completely lacking in chills .	0
76564	-LRB- Swimfan -RRB- falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .	0
124253	must have read ` seeking anyone with acting ambition but no sense of pride or shame .	0
98901	the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .	0
131176	the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year	0
41369	directs this film always keeping the balance between the fantastic and the believable	1
44006	received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film	1
63440	manages never to grow boring ... which proves that Rohmer still has a sense of his audience	1
